username, date, retweets, text, id, permalink
Ravey,10/7/16 19:08,0,I'm entered to win an autographed copy of Amy Schumer's The Girl with the Lower Back Tattoo from https:// gleam.io/Do2kx/the-girl -with-the-lower-back-tattoo-contest- â€_ #NerdBlock,7.84531E+17,https://twitter.com/Ravey/status/784530807281033218
skholar19,10/7/16 17:56,0,I'm entered to win an autographed copy of Amy Schumer's The Girl with the Lower Back Tattoo from #NerdBlock https:// gleam.io/Do2kx/the-girl -with-the-lower-back-tattoo-contest- â€_,7.84513E+17,https://twitter.com/skholar19/status/784512812101939201
BestsellerWatch,10/7/16 17:39,0,2. The Girl with the Lower Back Tattoo (Unabridged) by Amy Schumer (Simon & Schuster Audio) - Publishers Weekly http:// dlvr.it/MQ39W7,7.84508E+17,https://twitter.com/BestsellerWatch/status/784508364713623552
whymermaids,10/7/16 17:27,0,Wolf by Wolf by @ryangraudin and The Girl with the Lower Back Tattoo by @amyschumer Loving both!,7.84506E+17,https://twitter.com/whymermaids/status/784505522514911232
dorkstitch,10/7/16 17:02,0,I'm entered to win an autographed copy of Amy Schumer's The Girl with the Lower Back Tattoo from #NerdBlock https:// gleam.io/Do2kx/the-girl -with-the-lower-back-tattoo-contest- â€_,7.84499E+17,https://twitter.com/dorkstitch/status/784499186083344384
MikeHockjr,10/7/16 16:14,0,I'm entered to win an autographed copy of Amy Schumer's The Girl with the Lower Back Tattoo from #NerdBlock https:// gleam.io/Do2kx/the-girl -with-the-lower-back-tattoo-contest- â€_,7.84487E+17,https://twitter.com/MikeHockjr/status/784487194656251904
PntAfonso,10/7/16 15:02,0,I'm entered to win an autographed copy of Amy Schumer's The Girl with the Lower Back Tattoo from #NerdBlock https:// gleam.io/Do2kx/the-girl -with-the-lower-back-tattoo-contest- â€_,7.84469E+17,https://twitter.com/PntAfonso/status/784468964847919104
Keb0629,10/7/16 14:52,0,I'm entered to win an autographed copy of Amy Schumer's The Girl with the Lower Back Tattoo from #NerdBlock https:// gleam.io/Do2kx/the-girl -with-the-lower-back-tattoo-contest- â€_,7.84466E+17,https://twitter.com/Keb0629/status/784466340698476544
MeloniFulvio,10/7/16 13:01,8,"#2: The Girl with the Lower Back Tattoo - The Girl with the Lower Back Tattoo by Amy Schumer (Author, Narrator)... http:// ow.ly/LHvp505dRmW",7.84439E+17,https://twitter.com/MeloniFulvio/status/784438548531441665
drgnflybty79,10/7/16 12:39,0,I added a book review on my blog: Amy Schumer- Girl with the Lower Back Tattoo - https:// readreflectreview.wordpress.com/2016/09/07/aud ible-ftw/ â€_ #bookreview #AmySchumer,7.84433E+17,https://twitter.com/drgnflybty79/status/784433026130411521
Imhere2lol,10/7/16 12:22,0,"Listen to @amyschumer 's  The girl with the lower back tattoo "" it's interestingweird important & f*cking hilarious. Do it Now!""",7.84429E+17,https://twitter.com/Imhere2lol/status/784428601265549312
dragon17fire,10/7/16 9:06,0,I'm entered to win an autographed copy of Amy Schumer's The Girl with the Lower Back Tattoo from #NerdBlock https:// gleam.io/Do2kx/the-girl -with-the-lower-back-tattoo-contest- â€_,7.84379E+17,https://twitter.com/dragon17fire/status/784379416344338432
