username, date, retweets, text, id, permalink
BookLover527,2011-12-06 17:25,0,"Stories I Only Tell My Friends : An Autobiography by Rob Lowe http://www. amazon.com/gp/product/080 509329X?ie=UTF8&tag=bl525-20&linkCode=shr&camp=213733&creative=393185&creativeASIN=080509329X&ref_=zg_bs_books_75 … via @amazon #books","144180655939526656",https://twitter.com/BookLover527/status/144180655939526656
justlife4me,2011-12-06 11:41,0,"Rob Lowe’s Book: The Stories I Only Tell My Friends http:// is.gd/1UEYac #entertainment #celebrities #scandals","144094073236619264",https://twitter.com/justlife4me/status/144094073236619264
SweetDeal4U,2011-12-06 06:40,0,"Stories I Only Tell My Friends : An Autobiography by Rob Lowe http://www. amazon.com/gp/product/080 509329X?ie=UTF8&tag=bl525-20&linkCode=shr&camp=213733&creative=393185&creativeASIN=080509329X&ref_=zg_bs_books_75 … via @amazon #books","144018289746644992",https://twitter.com/SweetDeal4U/status/144018289746644992
BookLover525,2011-12-05 21:41,0,"Stories I Only Tell My Friends : An Autobiography by Rob Lowe http://www. amazon.com/gp/product/080 509329X?ie=UTF8&tag=bl525-20&linkCode=shr&camp=213733&creative=393185&creativeASIN=080509329X&ref_=zg_bs_books_75 … via @amazon #books","143882805145911296",https://twitter.com/BookLover525/status/143882805145911296
BookLover526,2011-12-05 14:11,0,"Stories I Only Tell My Friends : An Autobiography by Rob Lowe http://www. amazon.com/gp/product/080 509329X?ie=UTF8&tag=bl525-20&linkCode=shr&camp=213733&creative=393185&creativeASIN=080509329X&ref_=zg_bs_books_75 … via @amazon #books","143769493901017088",https://twitter.com/BookLover526/status/143769493901017088
TraceJJohns,2011-12-05 06:38,0,"@RobLowe just home from book club meeting, next book is ' stories I only tell my friends '. Looking forward to it!","143655462963912704",https://twitter.com/TraceJJohns/status/143655462963912704
GreatDeal4u,2011-12-05 05:31,0,"Stories I Only Tell My Friends : An Autobiography by Rob Lowe http://www. amazon.com/gp/product/080 509329X?ie=UTF8&tag=bl525-20&linkCode=shr&camp=213733&creative=393185&creativeASIN=080509329X&ref_=zg_bs_books_75 … via @amazon #books","143638734955487233",https://twitter.com/GreatDeal4u/status/143638734955487233
Books_web,2011-12-04 17:05,0,"【Biographies】 Stories I Only Tell My Friends : An Autobiography by Rob Lowe http://www. amazon.com/gp/product/B00 4OA62VS?ie=UTF8&tag=bnd011-20&linkCode=shr&camp=213733&creative=393177&creativeASIN=B004OA62VS&ref_=zg_bs_2_14 …","143450783139102721",https://twitter.com/Books_web/status/143450783139102721
Booklover528,2011-12-04 16:44,0,"Stories I Only Tell My Friends : An Autobiography by Rob Lowe http://www. amazon.com/gp/product/080 509329X?ie=UTF8&tag=bl525-20&linkCode=shr&camp=213733&creative=393185&creativeASIN=080509329X&ref_=zg_bs_books_75 … via @amazon #books","143445702201180161",https://twitter.com/Booklover528/status/143445702201180161
Books_web,2011-12-03 18:47,0,"【Entertainment】 Stories I Only Tell My Friends : An Autobiography by Rob Lowe http://www. amazon.com/gp/product/B00 4OA62VS?ie=UTF8&tag=bnd011-20&linkCode=shr&camp=213733&creative=393177&creativeASIN=B004OA62VS&ref_=zg_bs_86_7 …","143114087633661952",https://twitter.com/Books_web/status/143114087633661952
