username, date, retweets, text, id, permalink
CaKIN_It,2015-11-12 18:48,0,"Jaslyn asked me today "how does your dad feel about you having a fat ass?" like wtff kind of question is that","664952816029560833",https://twitter.com/CaKIN_It/status/664952816029560833
Lewis_Wally,2015-11-12 18:02,0,"@BenDuffin_97 your fat dad is right","664941310718156800",https://twitter.com/Lewis_Wally/status/664941310718156800
Snaaatch,2015-11-12 17:41,0,"Aubrey is trippin' first she calls my dad lazy, then she calls me a fat boy cause I'm eating chips. Lmao","664936175795175424",https://twitter.com/Snaaatch/status/664936175795175424
JessicaCarthew,2015-11-12 16:20,0,"My dad is always calling me fat","664915682782486528",https://twitter.com/JessicaCarthew/status/664915682782486528
wordwomon,2015-11-12 16:16,0,"No one is as excited about My Big Fat Greek Wedding 2 as my dad . He has sent me the trailer twice since yesterday.","664914795297169409",https://twitter.com/wordwomon/status/664914795297169409
Kween_Vee_,2015-11-12 15:58,3,"my dad has fed this squirrel m&m's every day look how FAT IT IS pic.twitter.com/uG7vO9OtLV","664910131461648384",https://twitter.com/Kween_Vee_/status/664910131461648384
EverettWrites,2015-11-12 15:45,0,"5 of 5 stars to Dad Is Fat by Jim Gaffigan https://www. goodreads.com/review/show/14 35339570 …","664907011834945536",https://twitter.com/EverettWrites/status/664907011834945536
BlacktusJack,2015-11-12 15:43,0,"@cringe_channel and what happened to the dad from Incredibles? Is he not fat anymore?","664906479720407040",https://twitter.com/BlacktusJack/status/664906479720407040
peter124u,2015-11-12 15:08,1,"@ughs82a "All is well that ends well" - my Dad used to say. Fat lot of good that did him...he's now dead! pic.twitter.com/uyRqikK6WY","664897700509298688",https://twitter.com/peter124u/status/664897700509298688
__Wannn,2015-11-12 12:17,0,"My next one is gonna be a fat ass white bitch wit a billionaire dad RT @KingZeek_ : my baby-mother is going to be Colombian","664854484053553152",https://twitter.com/__Wannn/status/664854484053553152
klianeadib3,2015-11-12 12:16,0,"Lol I remember when I saw my dad after a year & I was running to him & he goes, "Who is this fat thing running towards me" #ohchildhood","664854200468299776",https://twitter.com/klianeadib3/status/664854200468299776
BDLinMA,2015-11-12 11:55,0,"@NESN Is the ref the same guy that played the dad in My Big Fat Greek Wedding?","664848959509131266",https://twitter.com/BDLinMA/status/664848959509131266
christinacop,2015-11-12 10:54,0,"My life is "my big fat Greek wedding" because yesterday my dad pulled the "give me a word, any word & I'll tell you the Greek root/meaning"","664833679114559488",https://twitter.com/christinacop/status/664833679114559488
GGlifeGoods,2015-11-12 09:07,0,"Dad Is Fat [Kindle Edition] [View In Amazon]--> http:// bit.ly/12x1dfD pic.twitter.com/M0R8G8PLaj","664806810772045824",https://twitter.com/GGlifeGoods/status/664806810772045824
_nurulAIN,2015-11-12 04:19,0,"@imranmisnawi hahaha my dad 's one is a fat version","664734267713306625",https://twitter.com/_nurulAIN/status/664734267713306625
KagamoneyLen,2015-11-12 02:34,0,"when all you have is fat free milk because your dad bought the wrong kind at costco pic.twitter.com/48NOl7Yw9H","664707746562834432",https://twitter.com/KagamoneyLen/status/664707746562834432
TheLifeOfIsiah,2015-11-11 23:03,0,"@feroshballs omg I think this is when I still had the dad bod. My face looks so fat","664654728693813249",https://twitter.com/TheLifeOfIsiah/status/664654728693813249
wwkthrm,2015-11-11 22:09,0,"@hobifully i really want one but my dad is allergic ;;;; so tragic....and i have a maltese/poodle mix! he's a fat lil baby","664641243536691201",https://twitter.com/wwkthrm/status/664641243536691201
diisconnecthed,2015-11-11 21:27,0,"my dad called me fat ....... and the winner for best dad in the world is my dad","664630505891958785",https://twitter.com/diisconnecthed/status/664630505891958785
braymayersss,2015-11-11 21:11,0,"Dad : *does no shave november* Me: "you look like your brother" Dad : " is it bc im fat ?" Me: "no..." Dad : "bc im white????"","664626539959599106",https://twitter.com/braymayersss/status/664626539959599106
alixhay,2015-11-11 20:35,0,"@prairiefeast @SaskGatz Costco is great for avocado oil. MCT I get at Dad 's or Nutter's. Med Chain Triglycerides. The main fat in coconut.","664617376592228352",https://twitter.com/alixhay/status/664617376592228352
Sarahjo1318,2015-11-11 20:23,0,"Sometimes I wonder why my dog is so fat , then I catch my dad pouring leftover bacon grease on her food and I understand","664614365832863744",https://twitter.com/Sarahjo1318/status/664614365832863744
GlizzyGlicko,2015-11-11 19:58,0,"l/c bc someone is mad tht they dont have a dad so theyre using g+ accs to dislike a cod vid bc they cant go outside bc they are fat","664608264655532032",https://twitter.com/GlizzyGlicko/status/664608264655532032
FAT_MAGGOT,2015-11-11 19:40,0,"When is my family never fighting... I'm SICK of hearing it. Especially, my mom yelling at dad for things he has no control over.","664603714179739649",https://twitter.com/FAT_MAGGOT/status/664603714179739649
_ullala,2015-11-11 19:38,1,"My dad is probably more excited for My Big Fat Greek Wedding 2 than anyone ever","664603254945267712",https://twitter.com/_ullala/status/664603254945267712
__ItsKChelle,2015-11-11 18:43,0,"When your play dad said he is going to buy you lunch tomorrow we all about to be fat","664589396314820608",https://twitter.com/__ItsKChelle/status/664589396314820608
natdormer,2015-11-11 18:36,0,"this is why i have intense guilt after eating anything i enjoy and hate my body. way to make me feel super fat , thanks dad","664587450577084418",https://twitter.com/natdormer/status/664587450577084418
DetNigga,2015-11-11 17:16,0,"High school... but da bitch who said it is fat and got a kid with no dad now lol https:// twitter.com/TheDakari/stat us/664566007902683136 …","664567502396108800",https://twitter.com/DetNigga/status/664567502396108800
DanielIeBelisle,2015-11-11 17:08,0,"The 'My Big Fat Greek Wedding 2' trailer has great promise. The dad ALWAYS gets me. Michael Constantine is a comedic genius.","664565307978084352",https://twitter.com/DanielIeBelisle/status/664565307978084352
deadbeatdaphne,2015-11-11 16:29,0,"My dad got turned away by the army during Vietnam for having fat fingers. Today is not for him (thank god).","664555469588070400",https://twitter.com/deadbeatdaphne/status/664555469588070400
MadAboutMovies,2015-11-11 15:25,0,"@heatheraharding the two Nick Offerman books. Although Of Course In the End (inspiration for End of the Tour). Gaffigan's Dad is Fat","664539361300512768",https://twitter.com/MadAboutMovies/status/664539361300512768
breakfastclvb,2015-11-11 15:17,0,"me n dad had a fat discussion about how messed up america is on the drive back","664537379424886784",https://twitter.com/breakfastclvb/status/664537379424886784
Kelli_Burton,2015-11-11 15:13,0,"@RickyMehigh that dad cat is fat as hell. He's purrfect for you. https:// twitter.com/fascinatingpic s/status/664534130416336901 …","664536497438134273",https://twitter.com/Kelli_Burton/status/664536497438134273
frostecs,2015-11-11 14:53,0,"mY DAD IS A FAT PIECE OF SHIT!!! hope he dies!!!!!","664531331989135364",https://twitter.com/frostecs/status/664531331989135364
paulmcconnell3,2015-11-11 14:24,0,"Gearing up for day 11 of the November 5k challenge. Only thing motivating me is my challenge of not being a fat dad come April","664524092675137538",https://twitter.com/paulmcconnell3/status/664524092675137538
yarysha,2015-11-11 13:47,0,"@LokiDokiYT I heard a theory she might be zoom but after today I'm so sure she's not. Zoom is fat . It has to be Barry's doppelganger dad","664514901499604993",https://twitter.com/yarysha/status/664514901499604993
craigtf_,2015-11-11 10:43,1,"@jade_hew @Im_Boa his dad is eating toaster strudels and making this boa faggot lick them off his fat hairy stomach","664468573469868032",https://twitter.com/craigtf_/status/664468573469868032
BodyFitnessLtd,2015-11-11 07:58,0,"Dad Bod: Belly Fat is More Deadly Than Obesity? http:// dlvr.it/CjbHY5","664426865168281600",https://twitter.com/BodyFitnessLtd/status/664426865168281600
ScottTheFifth,2015-11-11 07:54,0,"" Dad wins Woman of the Year" Is it bad I have trouble accepting this.. Cause it is a big fat publicity stunt http:// fb.me/6WQDbWwVW","664425842790039552",https://twitter.com/ScottTheFifth/status/664425842790039552
ISmellLovely,2015-11-11 07:23,0,"@geraintgriffith they're like Laurel and Hardy. One fat and angry. One thin and stupid. One of them is Clint Beetroot's dad .","664418242631507969",https://twitter.com/ISmellLovely/status/664418242631507969
nunazh,2015-11-11 07:03,0,"Aku tercakap aku ni gemuk (even tho I know I'm not) but suddenly my friend's dad said "no one is fat here, everyone looks fine"","664413248515510273",https://twitter.com/nunazh/status/664413248515510273
jojosweet1,2015-11-11 06:31,0,"Dad Bod: Belly Fat is More Deadly Than Obesity?: It simply means having some soft, excess fat in the middle. .... http:// bit.ly/1QupcJT","664405088341913600",https://twitter.com/jojosweet1/status/664405088341913600
TheTWarehouse,2015-11-11 05:16,0,"Dad Bod: Belly Fat is More Deadly Than Obesity?: He added that this study suggests that people should be consc... http:// bit.ly/1Si3l6W","664386331515064321",https://twitter.com/TheTWarehouse/status/664386331515064321
lagrimassss,2015-11-11 03:06,0,"my dad is a good mix of DJ Khaled and fat joe","664353500864770048",https://twitter.com/lagrimassss/status/664353500864770048
sarahdeann__17,2015-11-10 23:57,0,"why did my dad pass down fat ass fingers!!!!!!!! my one wish is to have smaller fingers!!!!!!!!!!","664305928892628992",https://twitter.com/sarahdeann__17/status/664305928892628992
sweetteaislife,2015-11-10 22:38,0,"my dad is too real. he knew how upset i was and offered me popeyes lol. im so fat","664286075934765057",https://twitter.com/sweetteaislife/status/664286075934765057
Sammy_spears1,2015-11-10 22:12,0,"My dad is gonna get his fat ass slept","664279377757106176",https://twitter.com/Sammy_spears1/status/664279377757106176
sandrahernxndez,2015-11-10 21:42,0,"*Phone call with dad * - Dad : Sandra, is this you ? -Me: Yes - Dad : I heard you're getting fat !","664272065063600129",https://twitter.com/sandrahernxndez/status/664272065063600129
maree_morris,2015-11-10 21:40,0,"me:Jennifer Lopez is only 46. I repeat, 46. dad : well look @me, I'm 49 and I got a smoking fat body. like no.","664271330401890304",https://twitter.com/maree_morris/status/664271330401890304
cheney_ireland,2015-11-10 21:26,0,"My dad is literally chanting "who's got a fat butt, Mias got a fat butt" to my dog .. Ok","664267923062710273",https://twitter.com/cheney_ireland/status/664267923062710273
WhatCristiReads,2015-11-10 21:17,0,"3 of 5 stars to Dad Is Fat by Jim Gaffigan https://www. goodreads.com/review/show?id =1433106396 …","664265559736000512",https://twitter.com/WhatCristiReads/status/664265559736000512
DannyjClayton,2015-11-10 20:39,0,"Hey @GrilldBurgers I'm sending my Dad your way at World Square. Can someone make sure he gets the low carb bun? He is fat .","664256214780375040",https://twitter.com/DannyjClayton/status/664256214780375040
xxkatelynann,2015-11-10 19:41,0,""Your gonna get fat " "I'm just trying to get a butt like Kim K" and that is when my dad nearly killed me","664241390751084544",https://twitter.com/xxkatelynann/status/664241390751084544
perrygagliano,2015-11-10 19:05,0,"Me: your mom is looking skinny and fine! Everett: well dad your looking fat and strong #kidquotes #fb","664232419877191680",https://twitter.com/perrygagliano/status/664232419877191680
NobodybutChelz,2015-11-10 19:02,0,"My dad is MERCILESS if you fuck around & gain weight. 3+ yrs he just complained that I was fat . I had to get that weight OFF, bitch.","664231777368719360",https://twitter.com/NobodybutChelz/status/664231777368719360
CMONPUDDlN,2015-11-10 18:25,0,"My dad came into my room threw a box of honeybuns onto my bed then left is he calling me fat","664222485517324289",https://twitter.com/CMONPUDDlN/status/664222485517324289
ldnna1,2015-11-10 17:35,0,"How can my dad send me a pic saying McDonald's use pork fat to make their coffees. Man is bored","664209676536532992",https://twitter.com/ldnna1/status/664209676536532992
newromantis,2015-11-10 17:25,0,"being told by your mum and dad that you're too fat /not skinny enough is honestly the worst thing in the world","664207287901396992",https://twitter.com/newromantis/status/664207287901396992
HelloDella,2015-11-10 17:00,0,"@K8_smallthings audiobook recommendation- we listened to Jim Gaffigan's " Dad is Fat " on a road trip and had a lot of good laughs","664200885489295360",https://twitter.com/HelloDella/status/664200885489295360
