username, date, retweets, text, id, permalink
meepspeeps,2011-08-06 19:59,0,"Finished 35th book toward goal of 50 this year. No, they are not all picture books and Dr. Seuss. I'm in 117th place at SPL for Bossypants .","99993064394866688",https://twitter.com/meepspeeps/status/99993064394866688
BookLover527,2011-08-06 19:55,0,"Bossypants by Tina Fey http://www. amazon.com/gp/product/031 6056863?ie=UTF8&tag=bl525-20&linkCode=shr&camp=213733&creative=393185&creativeASIN=0316056863&ref_=zg_bs_books_19 … via @amazon #books","99992011351916544",https://twitter.com/BookLover527/status/99992011351916544
Booklover528,2011-08-06 19:40,0,"Bossypants by Tina Fey http://www. amazon.com/gp/product/031 6056863?ie=UTF8&tag=bl525-20&linkCode=shr&camp=213733&creative=393185&creativeASIN=0316056863&ref_=zg_bs_books_19 … via @amazon #books","99988230321090560",https://twitter.com/Booklover528/status/99988230321090560
bkeepsushonest,2011-08-06 19:38,0,"@AndreaUpdyke I know bossypants is on my reading list.","99987749859368960",https://twitter.com/bkeepsushonest/status/99987749859368960
GatorTerp343,2011-08-06 19:35,0,"Wow it seems just like 5 mins ago I sat down to read Bossypants by Tina Fey and I'm already done. A great read if you want a good laugh. :)","99986960759787520",https://twitter.com/GatorTerp343/status/99986960759787520
alannanoelle,2011-08-06 19:20,0,"Finished reading Tina Fey's Bossypants - love it! #popsalad","99983228575813632",https://twitter.com/alannanoelle/status/99983228575813632
LaraCeleste4,2011-08-06 19:19,0,"Tina Fey's book Bossypants is hilarious","99982883787243520",https://twitter.com/LaraCeleste4/status/99982883787243520
spencefos,2011-08-06 19:16,0,"Finished " Bossypants ". Now on to some Chelsea Handler.","99982284022751232",https://twitter.com/spencefos/status/99982284022751232
AmberRazorRae,2011-08-06 19:15,1,"Gay people don't actually try to convert people. That's Jehovak's Witnesses you're thinking of. #Bossypants","99981863900299264",https://twitter.com/AmberRazorRae/status/99981863900299264
louis_ribeiro,2011-08-06 19:03,0,"Two peanuts were walking down the street, and one was a salted. Bossypants , Tina Fey","99978813659820033",https://twitter.com/louis_ribeiro/status/99978813659820033
SingInTheRine,2011-08-06 18:29,0,"not saying anything more RT @KatieHaswell Becoming infatuated with 30 Rock after reading @tinyFey 's " Bossypants "","99970346739957761",https://twitter.com/SingInTheRine/status/99970346739957761
SharonToday,2011-08-06 18:15,1,"Bossypants ' by Tina Fey..Get it at Amazon! #books http://www. amazon.com/gp/product/031 6056863?ie=UTF8&tag=sano01-20&linkCode=shr&camp=213733&creative=393185&creativeASIN=0316056863&ref_=sr_1_1&s=books&qid=1309994122&sr=1-1 …","99966754561855488",https://twitter.com/SharonToday/status/99966754561855488
cbshelto,2011-08-06 18:06,0,"Cloudy afternoon = Just finished Tina Feys bossypants ! Perfect beach read, so funny and yet informative!","99964484956856321",https://twitter.com/cbshelto/status/99964484956856321
AmberRazorRae,2011-08-06 18:05,0,"Now I'm home and I'm gonna spend the rest of my night in and read #Bossypants ! Finally a night in!","99964361640116224",https://twitter.com/AmberRazorRae/status/99964361640116224
beveryaFred,2011-08-06 17:53,0,"@SlimTut I bought bossypants","99961336112480256",https://twitter.com/beveryaFred/status/99961336112480256
HipMarye,2011-08-06 17:50,0,"@ssrebelsam I started reading Bossypants and I love it!","99960670077992960",https://twitter.com/HipMarye/status/99960670077992960
BookLover526,2011-08-06 17:47,0,"Bossypants by Tina Fey http://www. amazon.com/gp/product/031 6056863?ie=UTF8&tag=bl525-20&linkCode=shr&camp=213733&creative=393185&creativeASIN=0316056863&ref_=zg_bs_books_19 … via @amazon #books","99959881477521409",https://twitter.com/BookLover526/status/99959881477521409
Cariiinette,2011-08-06 17:46,0,"reading #Bossypants feels like inviting Tina Fey over at your house & letting her tell you crazy funny stories about her life. delightful!","99959614099030016",https://twitter.com/Cariiinette/status/99959614099030016
david_a_zimmerm,2011-08-06 17:44,0,"Goodreads Book Review: Bossypants , by Tina Fey http://nblo.gs/llBky","99959149982515200",https://twitter.com/david_a_zimmerm/status/99959149982515200
michellebeltran,2011-08-06 17:41,0,"I just love being 2 hours to work.It gives me time to finish bossypants .:)","99958284060078080",https://twitter.com/michellebeltran/status/99958284060078080
HeavyCreamBand,2011-08-06 17:39,1,"Passing through NYC listening to Tina Fey's Bossypants . Our FM transmission was interrupted by The Ettes new single. #badass","99957776050167808",https://twitter.com/HeavyCreamBand/status/99957776050167808
Aussie_to_be,2011-08-06 17:38,0,"@DeniseDubley don't know them-got bossypants off the net storyworld.ch they seem to hv lots to choose from.yeah,I imagine NY2be heaven!","99957634735673344",https://twitter.com/Aussie_to_be/status/99957634735673344
smotweetn,2011-08-06 17:24,0,"Literally laughing out loud reading @tinafey's #Bossypants what a great gift","99953910445379584",https://twitter.com/smotweetn/status/99953910445379584
bookofwinner,2011-08-06 16:56,0,"#books #deals #store #1: Bossypants : Bossypants Tina Fey (Author) 129 days in the top 100 (481)Download: $12.9... http://bit.ly/cT1CTm","99946945342218240",https://twitter.com/bookofwinner/status/99946945342218240
_rachrachrach,2011-08-06 16:55,0,"OMG Tina Fey's book " Bossypants " is hilarious. #iloveit","99946743042551808",https://twitter.com/_rachrachrach/status/99946743042551808
SweetDeal4U,2011-08-06 16:20,0,"Bossypants by Tina Fey http://www. amazon.com/gp/product/B00 47Y0FGY?ie=UTF8&tag=bl525-20&linkCode=shr&camp=213733&creative=393177&creativeASIN=B0047Y0FGY&ref_=zg_bs_digital-text_24 … via @amazon #books","99937839294324736",https://twitter.com/SweetDeal4U/status/99937839294324736
cheryl_kelley24,2011-08-06 16:08,0,"I am reading Bossypants http://bit.ly/qQjMpz @GetGlue #Bossypants","99934788382756864",https://twitter.com/cheryl_kelley24/status/99934788382756864
bwonka23,2011-08-06 15:55,0,""Do your thing and don't care if they like it" -Tina Fey #Bossypants #AdviceToWomen","99931713572052992",https://twitter.com/bwonka23/status/99931713572052992
SHAWty_iza_10,2011-08-06 15:36,0,"I love nothing more than Tina Fey. Besides Bossypants . Or reading Bossypants when my mom says three magical words: buffalo chicken dip","99926888167907328",https://twitter.com/SHAWty_iza_10/status/99926888167907328
