username, date, retweets, text, id, permalink
davidkeithlaw,6/18/13 19:55,0,"@HeyThereFuture your blog entries are quite charming and fun. Loved the  Bossypants "" review.""",3.4714E+17,https://twitter.com/davidkeithlaw/status/347140457907761152
ja_ax,6/18/13 19:39,0,Tina Fey's Bossypants is just wonderful,3.47137E+17,https://twitter.com/ja_ax/status/347136621671497728
Initiationn,6/18/13 19:16,0,"@I_DontTalkAlot ok , Mr. BossyPants .",3.47131E+17,https://twitter.com/Initiationn/status/347130604275515392
dy7764,6/18/13 19:00,0,@mylifeback @HartNursedeb I agree 100% actually plus I don't everything old bossypants tells me to do just b/c he says so.,3.47127E+17,https://twitter.com/dy7764/status/347126680445394944
alexaarogers,6/18/13 18:41,0,anyone have a copy of bossypants that i can borrow?,3.47122E+17,https://twitter.com/alexaarogers/status/347121863434051585
MelTimbers,6/18/13 18:23,0,I'm only three pages into Tina Fey's novel Bossypants and I'm already cracking up. #yayforreading #loveher,3.47117E+17,https://twitter.com/MelTimbers/status/347117473809715201
HarvardBookRev,6/18/13 17:38,0,[image: Bossypants ] Bossypants Tina Fey (Author) [image: Ranking has gone up in the past 24 hours] ** 80 d... http:// goo.gl/Kz4ID 157,3.47106E+17,https://twitter.com/HarvardBookRev/status/347106063801262081
jb_piper,6/18/13 17:25,0,"My brother's review of Bossypants : The first chapter was funny but then it got too womanly so I stopped.""""",3.47103E+17,https://twitter.com/jb_piper/status/347102870782480384
MelanieClare88,6/18/13 17:22,0,Brown hair! Glasses! #TinaFey #Bossypants,3.47102E+17,https://twitter.com/MelanieClare88/status/347101986019225602
ChrisLevko,6/18/13 16:43,0,I'm #reading Bossypants by Tina Fey http:// bit.ly/15hkbc9,3.47092E+17,https://twitter.com/ChrisLevko/status/347092139714416640
HarvardBookRev,6/18/13 15:03,0,[image: Bossypants ] Bossypants Tina Fey (Author) [image: Ranking has gone up in the past 24 hours] ** 80 d... http:// goo.gl/Kz4ID 119,3.47067E+17,https://twitter.com/HarvardBookRev/status/347067063803707392
misskirstyn09,6/18/13 14:41,0,"Just finished  Bossypants "" by Tina Fey. Absolutely hilarious. Laughed out loud through the whole thing! #summerreads""",3.47062E+17,https://twitter.com/misskirstyn09/status/347061648537841664
allanwhite,6/18/13 14:17,0,"@BrandenHarvey I love her â€œman handsâ€ù book cover for Bossypants , unforgettable!",3.47056E+17,https://twitter.com/allanwhite/status/347055594219384832
lidsimoes,6/18/13 14:09,0,Go read Bossypants ! Tina Fey is just too much! #sofunny #ilovetina,3.47053E+17,https://twitter.com/lidsimoes/status/347053425789399040
ashlieIE,6/18/13 13:43,0,@HuffPostComedy Bossypants !!!,3.47047E+17,https://twitter.com/ashlieIE/status/347046978082992128
BookTubeAThon,6/18/13 13:43,0,"@casparsmistress Maybe try listening to a shortish one, or a funny one? Maybe try Bossypants by Tina Fey or Beauty Queens by Libba Bray",3.47047E+17,https://twitter.com/BookTubeAThon/status/347046964698947584
specialk3483,6/18/13 13:23,0,pool day with tina fey #bossypants http:// instagram.com/p/atWLayGHWJ/,3.47042E+17,https://twitter.com/specialk3483/status/347041884318875648
maddieherbik,6/18/13 12:15,0,pool day Bossypants by Tina Fey http:// instagram.com/p/atNTg9H7gN/,3.47025E+17,https://twitter.com/maddieherbik/status/347024714201432066
lindseymitski,6/18/13 9:57,0,I am reading Bossypants by Tina Fey.,3.4699E+17,https://twitter.com/lindseymitski/status/346990115152879617
michelle_d_cook,6/18/13 9:41,0,Finally! #bossypants #tinafey #icanhaveitall http:// instagram.com/p/as8162KWE3/,3.46986E+17,https://twitter.com/michelle_d_cook/status/346986137073623041
sharty_pants,6/18/13 9:32,0,Headphones in with no music on. I'm reading Bossypants people let me be and shut your children up,3.46984E+17,https://twitter.com/sharty_pants/status/346983708722593793
tunz,6/18/13 9:09,0,@bettieclaudette #Bossypants #rolling Thanks Chicka,3.46978E+17,https://twitter.com/tunz/status/346978001528975360
MishaCrews,6/18/13 7:53,0,"I'm re-listening to Tina Fey's  Bossypants "" on audiobook. It's literally making me laugh out loud. :-)""",3.46959E+17,https://twitter.com/MishaCrews/status/346958734993551360
DiscountBooks4,6/18/13 7:33,0,[image: Bossypants ] Bossypants Tina Fey (Author) [image: Ranking has gone up in the past 24 hours] ** 80 d... http:// goo.gl/Kz4ID 267,3.46954E+17,https://twitter.com/DiscountBooks4/status/346953806489210880
crbcmp,6/18/13 6:45,0,"Need to alternate work-related reading and leisure reading or head will explode, took a break with  Bossypants "" last night - nice diversion!""",3.46942E+17,https://twitter.com/crbcmp/status/346941826151886848
